2021051709,豚バラ肉とかぼちゃのピリ辛炒め,600,定食,2021-05-17,2021-05-23,,週代わり定食9番
2021051715,鶏肉の台湾バーベキューソース炒め,750,定食,2021-05-17,2021-05-23,,週代わり定食15番
2021052409,豚肉と高菜と豆腐の旨煮,600,定食,2021-05-24,2021-05-30,,週代わり定食9番
2021052415,豚レバーのマーラー炒め,750,定食,2021-05-24,2021-05-30,,週代わり定食15番
2021053109,豚肉とキャベツとちくわのピリ辛炒め,600,定食,2021-05-31,2021-06-06,,週代わり定食9番
2021053115,豚肉細切りの中国みそ炒め,750,定食,2021-05-31,2021-06-06,,週代わり定食15番
2021060709,豚バラ肉と白菜の黒酢炒め,600,定食,2021-06-07,2021-06-13,,週代わり定食9番
2021060715,鶏肉唐揚げとキャベツの四川風炒め,750,定食,2021-06-07,2021-06-13,,週代わり定食15番
2021061409,あさりと玉子と豆腐の旨煮,600,定食,2021-06-14,2021-06-20,,週代わり定食9番
2021061415,豚みみと玉ねぎの四川風炒め,750,定食,2021-06-14,2021-06-20,,週代わり定食15番
2021062109,豚バラ肉とじゃがいものピリ辛炒め,600,定食,2021-06-21,2021-06-27,,週代わり定食9番
2021062115,豚もつとキャベツのピリ辛炒め,750,定食,2021-06-21,2021-06-27,,週代わり定食15番
2021062809,豚肉とえのきと春雨のピリ辛炒め,600,定食,2021-06-28,2021-07-04,,週代わり定食9番
2021062815,豚バラ肉となすの中国みそ炒め,750,定食,2021-06-28,2021-07-04,,週代わり定食15番
2021070509,豚バラ肉と大根のピリ辛炒め,600,定食,2021-07-05,2021-07-11,,週代わり定食9番
2021070515,食神カレー,750,定食,2021-07-05,2021-07-11,,週代わり定食15番
2021071209,豚バラ肉とエリンギと玉子炒め宣言より営,600,定食,2021-07-12,2021-07-18,,週代わり定食9番
2021071215,豚肉細切りのマーラー,750,定食,2021-07-12,2021-07-18,,週代わり定食15番
2021071909,豚肉とキャベツと春雨のピリ辛炒め,600,定食,2021-07-19,2021-07-25,,週代わり定食9番
2021071915,鶏肉とゴーヤのピリ辛炒め,750,定食,2021-07-19,2021-07-25,,週代わり定食15番
2021072609,海老と豆腐の旨煮,600,定食,2021-07-26,2021-08-01,,週代わり定食9番
2021072615,豚肉細切りの四川風炒め,750,定食,2021-07-26,2021-08-01,,週代わり定食15番
2021080609,豚バラ肉とかぼちゃのピリ辛炒め,600,定食,2021-08-06,2021-08-12,,週代わり定食9番
2021080615,豚レバーとなすの辛味噌炒め,750,定食,2021-08-06,2021-08-12,,週代わり定食15番
